Индекс,Исходное,Норм. вручную,Норм. sklearn,Разница,Масшт. вручную,Масшт. sklearn,Разница
355,224.000000,0.013827,0.013827,0.000000,-0.348685,-0.348685,0.000000
356,231.000000,0.014259,0.014259,0.000000,-0.339771,-0.339771,0.000000
357,31.000000,0.001914,0.001914,0.000000,-0.594469,-0.594469,0.000000
358,392.000000,0.024198,0.024198,0.000000,-0.134739,-0.134739,0.000000
359,2354.000000,0.145309,0.145309,0.000000,2.363853,2.363853,0.000000
360,816.000000,0.050370,0.050370,0.000000,0.405222,0.405222,0.000000
361,196.000000,0.012099,0.012099,0.000000,-0.384343,-0.384343,0.000000
362,341.000000,0.021049,0.021049,0.000000,-0.199687,-0.199687,0.000000
363,549.000000,0.033889,0.033889,0.000000,0.065200,0.065200,0.000000
364,505.000000,0.031173,0.031173,0.000000,0.009166,0.009166,0.000000
365,502.000000,0.030988,0.030988,0.000000,0.005346,0.005346,0.000000
366,44.000000,0.002716,0.002716,0.000000,-0.577914,-0.577914,0.000000
367,431.000000,0.026605,0.026605,0.000000,-0.085072,-0.085072,0.000000
368,692.000000,0.042716,0.042716,0.000000,0.247309,0.247309,0.000000
369,1027.000000,0.063395,0.063395,0.000000,0.673929,0.673929,0.000000
370,116.000000,0.007160,0.007160,0.000000,-0.486222,-0.486222,0.000000
371,610.000000,0.037654,0.037654,0.000000,0.142883,0.142883,0.000000
372,915.000000,0.056481,0.056481,0.000000,0.531298,0.531298,0.000000
373,485.000000,0.029938,0.029938,0.000000,-0.016304,-0.016304,0.000000
374,662.000000,0.040864,0.040864,0.000000,0.209104,0.209104,0.000000
375,94.000000,0.005802,0.005802,0.000000,-0.514239,-0.514239,0.000000
376,11.000000,0.000679,0.000679,0.000000,-0.619939,-0.619939,0.000000
377,38.000000,0.002346,0.002346,0.000000,-0.585555,-0.585555,0.000000
378,131.000000,0.008086,0.008086,0.000000,-0.467120,-0.467120,0.000000
379,632.000000,0.039012,0.039012,0.000000,0.170900,0.170900,0.000000
380,467.000000,0.028827,0.028827,0.000000,-0.039227,-0.039227,0.000000
381,323.000000,0.019938,0.019938,0.000000,-0.222610,-0.222610,0.000000
382,103.000000,0.006358,0.006358,0.000000,-0.502778,-0.502778,0.000000
383,22.000000,0.001358,0.001358,0.000000,-0.605931,-0.605931,0.000000
384,556.000000,0.034321,0.034321,0.000000,0.074114,0.074114,0.000000
385,205.000000,0.012654,0.012654,0.000000,-0.372882,-0.372882,0.000000
386,56.000000,0.003457,0.003457,0.000000,-0.562632,-0.562632,0.000000
387,624.000000,0.038519,0.038519,0.000000,0.160712,0.160712,0.000000
388,65.000000,0.004012,0.004012,0.000000,-0.551170,-0.551170,0.000000
389,96.000000,0.005926,0.005926,0.000000,-0.511692,-0.511692,0.000000
390,53.000000,0.003272,0.003272,0.000000,-0.566452,-0.566452,0.000000
391,130.000000,0.008025,0.008025,0.000000,-0.468393,-0.468393,0.000000
392,102.000000,0.006296,0.006296,0.000000,-0.504051,-0.504051,0.000000
393,296.000000,0.018272,0.018272,0.000000,-0.256994,-0.256994,0.000000
394,66.000000,0.004074,0.004074,0.000000,-0.549897,-0.549897,0.000000
395,1068.000000,0.065926,0.065926,0.000000,0.726142,0.726142,0.000000
396,319.000000,0.019691,0.019691,0.000000,-0.227703,-0.227703,0.000000
397,454.000000,0.028025,0.028025,0.000000,-0.055782,-0.055782,0.000000
398,402.000000,0.024815,0.024815,0.000000,-0.122004,-0.122004,0.000000
399,32.000000,0.001975,0.001975,0.000000,-0.593196,-0.593196,0.000000
400,296.000000,0.018272,0.018272,0.000000,-0.256994,-0.256994,0.000000
401,77.000000,0.004753,0.004753,0.000000,-0.535889,-0.535889,0.000000
402,81.000000,0.005000,0.005000,0.000000,-0.530795,-0.530795,0.000000
403,141.000000,0.008704,0.008704,0.000000,-0.454385,-0.454385,0.000000
404,173.000000,0.010679,0.010679,0.000000,-0.413633,-0.413633,0.000000
405,121.000000,0.007469,0.007469,0.000000,-0.479855,-0.479855,0.000000
406,229.000000,0.014136,0.014136,0.000000,-0.342318,-0.342318,0.000000
407,239.000000,0.014753,0.014753,0.000000,-0.329583,-0.329583,0.000000
408,102.000000,0.006296,0.006296,0.000000,-0.504051,-0.504051,0.000000
409,279.000000,0.017222,0.017222,0.000000,-0.278643,-0.278643,0.000000
410,32.000000,0.001975,0.001975,0.000000,-0.593196,-0.593196,0.000000
411,281.000000,0.017346,0.017346,0.000000,-0.276096,-0.276096,0.000000
412,521.000000,0.032160,0.032160,0.000000,0.029542,0.029542,0.000000
413,466.000000,0.028765,0.028765,0.000000,-0.040500,-0.040500,0.000000
414,64.000000,0.003951,0.003951,0.000000,-0.552444,-0.552444,0.000000
415,802.000000,0.049506,0.049506,0.000000,0.387393,0.387393,0.000000
416,263.000000,0.016235,0.016235,0.000000,-0.299019,-0.299019,0.000000
417,5592.000000,0.345185,0.345185,0.000000,6.487420,6.487420,0.000000
418,1482.000000,0.091481,0.091481,0.000000,1.253368,1.253368,0.000000
419,1673.000000,0.103272,0.103272,0.000000,1.496605,1.496605,0.000000
420,165.000000,0.010185,0.010185,0.000000,-0.423821,-0.423821,0.000000
421,1149.000000,0.070926,0.070926,0.000000,0.829295,0.829295,0.000000
422,5189.000000,0.320309,0.320309,0.000000,5.974203,5.974203,0.000000
423,845.000000,0.052160,0.052160,0.000000,0.442153,0.442153,0.000000
424,1055.000000,0.065123,0.065123,0.000000,0.709587,0.709587,0.000000
425,1967.000000,0.121420,0.121420,0.000000,1.871011,1.871011,0.000000
426,674.000000,0.041605,0.041605,0.000000,0.224386,0.224386,0.000000
427,2681.000000,0.165494,0.165494,0.000000,2.780285,2.780285,0.000000
428,1593.000000,0.098333,0.098333,0.000000,1.394725,1.394725,0.000000
429,1647.000000,0.101667,0.101667,0.000000,1.463494,1.463494,0.000000
430,769.000000,0.047469,0.047469,0.000000,0.345368,0.345368,0.000000
431,1537.000000,0.094877,0.094877,0.000000,1.323410,1.323410,0.000000
432,1509.000000,0.093148,0.093148,0.000000,1.287752,1.287752,0.000000
433,480.000000,0.029630,0.029630,0.000000,-0.022671,-0.022671,0.000000
434,1868.000000,0.115309,0.115309,0.000000,1.744936,1.744936,0.000000
435,1013.000000,0.062531,0.062531,0.000000,0.656100,0.656100,0.000000
436,68.000000,0.004198,0.004198,0.000000,-0.547350,-0.547350,0.000000
437,83.000000,0.005123,0.005123,0.000000,-0.528248,-0.528248,0.000000
438,466.000000,0.028765,0.028765,0.000000,-0.040500,-0.040500,0.000000
439,970.000000,0.059877,0.059877,0.000000,0.601340,0.601340,0.000000
440,1739.000000,0.107346,0.107346,0.000000,1.580655,1.580655,0.000000
441,828.000000,0.051111,0.051111,0.000000,0.420504,0.420504,0.000000
442,306.000000,0.018889,0.018889,0.000000,-0.244259,-0.244259,0.000000
443,2333.000000,0.144012,0.144012,0.000000,2.337110,2.337110,0.000000
444,1951.000000,0.120432,0.120432,0.000000,1.850636,1.850636,0.000000
445,2283.000000,0.140926,0.140926,0.000000,2.273435,2.273435,0.000000
446,538.000000,0.033210,0.033210,0.000000,0.051191,0.051191,0.000000
447,565.000000,0.034877,0.034877,0.000000,0.085576,0.085576,0.000000
448,700.000000,0.043210,0.043210,0.000000,0.257497,0.257497,0.000000
449,547.000000,0.033765,0.033765,0.000000,0.062653,0.062653,0.000000
450,1473.000000,0.090926,0.090926,0.000000,1.241906,1.241906,0.000000
451,812.000000,0.050123,0.050123,0.000000,0.400128,0.400128,0.000000
452,543.000000,0.033519,0.033519,0.000000,0.057559,0.057559,0.000000
453,1119.000000,0.069074,0.069074,0.000000,0.791090,0.791090,0.000000
454,917.000000,0.056605,0.056605,0.000000,0.533845,0.533845,0.000000
455,1675.000000,0.103395,0.103395,0.000000,1.499152,1.499152,0.000000
456,299.000000,0.018457,0.018457,0.000000,-0.253173,-0.253173,0.000000
457,384.000000,0.023704,0.023704,0.000000,-0.144926,-0.144926,0.000000
458,241.000000,0.014877,0.014877,0.000000,-0.327036,-0.327036,0.000000
459,1958.000000,0.120864,0.120864,0.000000,1.859550,1.859550,0.000000
460,374.000000,0.023086,0.023086,0.000000,-0.157661,-0.157661,0.000000
461,324.000000,0.020000,0.020000,0.000000,-0.221336,-0.221336,0.000000
462,242.000000,0.014938,0.014938,0.000000,-0.325762,-0.325762,0.000000
463,201.000000,0.012407,0.012407,0.000000,-0.377976,-0.377976,0.000000
464,1386.000000,0.085556,0.085556,0.000000,1.131113,1.131113,0.000000
465,1267.000000,0.078210,0.078210,0.000000,0.979567,0.979567,0.000000
466,626.000000,0.038642,0.038642,0.000000,0.163259,0.163259,0.000000
467,1289.000000,0.079568,0.079568,0.000000,1.007584,1.007584,0.000000
468,65.000000,0.004012,0.004012,0.000000,-0.551170,-0.551170,0.000000
469,49.000000,0.003025,0.003025,0.000000,-0.571546,-0.571546,0.000000
470,110.000000,0.006790,0.006790,0.000000,-0.493863,-0.493863,0.000000
471,48.000000,0.002963,0.002963,0.000000,-0.572820,-0.572820,0.000000
472,36.000000,0.002222,0.002222,0.000000,-0.588102,-0.588102,0.000000
473,217.000000,0.013395,0.013395,0.000000,-0.357600,-0.357600,0.000000
474,483.000000,0.029815,0.029815,0.000000,-0.018851,-0.018851,0.000000
475,457.000000,0.028210,0.028210,0.000000,-0.051962,-0.051962,0.000000
476,50.000000,0.003086,0.003086,0.000000,-0.570273,-0.570273,0.000000
477,239.000000,0.014753,0.014753,0.000000,-0.329583,-0.329583,0.000000
478,148.000000,0.009136,0.009136,0.000000,-0.445471,-0.445471,0.000000
479,94.000000,0.005802,0.005802,0.000000,-0.514239,-0.514239,0.000000
480,337.000000,0.020802,0.020802,0.000000,-0.204781,-0.204781,0.000000
481,578.000000,0.035679,0.035679,0.000000,0.102131,0.102131,0.000000
482,788.000000,0.048642,0.048642,0.000000,0.369564,0.369564,0.000000
483,433.000000,0.026728,0.026728,0.000000,-0.082525,-0.082525,0.000000
484,4592.000000,0.283457,0.283457,0.000000,5.213928,5.213928,0.000000
485,540.000000,0.033333,0.033333,0.000000,0.053738,0.053738,0.000000
486,250.000000,0.015432,0.015432,0.000000,-0.315574,-0.315574,0.000000
487,519.000000,0.032037,0.032037,0.000000,0.026995,0.026995,0.000000
488,2420.000000,0.149383,0.149383,0.000000,2.447903,2.447903,0.000000
489,3810.000000,0.235185,0.235185,0.000000,4.218057,4.218057,0.000000
490,407.000000,0.025123,0.025123,0.000000,-0.115636,-0.115636,0.000000
491,1324.000000,0.081728,0.081728,0.000000,1.052156,1.052156,0.000000
492,349.000000,0.021543,0.021543,0.000000,-0.189499,-0.189499,0.000000
493,742.000000,0.045802,0.045802,0.000000,0.310984,0.310984,0.000000
494,1069.000000,0.065988,0.065988,0.000000,0.727416,0.727416,0.000000
495,887.000000,0.054753,0.054753,0.000000,0.495640,0.495640,0.000000
496,593.000000,0.036605,0.036605,0.000000,0.121233,0.121233,0.000000
497,695.000000,0.042901,0.042901,0.000000,0.251130,0.251130,0.000000
498,134.000000,0.008272,0.008272,0.000000,-0.463300,-0.463300,0.000000
499,398.000000,0.024568,0.024568,0.000000,-0.127098,-0.127098,0.000000
500,768.000000,0.047407,0.047407,0.000000,0.344094,0.344094,0.000000
501,1788.000000,0.110370,0.110370,0.000000,1.643056,1.643056,0.000000
502,1683.000000,0.103889,0.103889,0.000000,1.509340,1.509340,0.000000
503,518.000000,0.031975,0.031975,0.000000,0.025721,0.025721,0.000000
504,495.000000,0.030556,0.030556,0.000000,-0.003569,-0.003569,0.000000
505,558.000000,0.034444,0.034444,0.000000,0.076661,0.076661,0.000000
506,333.000000,0.020556,0.020556,0.000000,-0.209875,-0.209875,0.000000
507,254.000000,0.015679,0.015679,0.000000,-0.310480,-0.310480,0.000000
508,130.000000,0.008025,0.008025,0.000000,-0.468393,-0.468393,0.000000
509,62.000000,0.003827,0.003827,0.000000,-0.554991,-0.554991,0.000000
510,2289.000000,0.141296,0.141296,0.000000,2.281076,2.281076,0.000000
511,207.000000,0.012778,0.012778,0.000000,-0.370335,-0.370335,0.000000
512,219.000000,0.013519,0.013519,0.000000,-0.355053,-0.355053,0.000000
513,96.000000,0.005926,0.005926,0.000000,-0.511692,-0.511692,0.000000
514,332.000000,0.020494,0.020494,0.000000,-0.211148,-0.211148,0.000000
515,273.000000,0.016852,0.016852,0.000000,-0.286284,-0.286284,0.000000
516,81.000000,0.005000,0.005000,0.000000,-0.530795,-0.530795,0.000000
517,132.000000,0.008148,0.008148,0.000000,-0.465846,-0.465846,0.000000
518,283.000000,0.017469,0.017469,0.000000,-0.273549,-0.273549,0.000000
519,9.000000,0.000556,0.000556,0.000000,-0.622486,-0.622486,0.000000
520,254.000000,0.015679,0.015679,0.000000,-0.310480,-0.310480,0.000000
521,691.000000,0.042654,0.042654,0.000000,0.246036,0.246036,0.000000
522,1341.000000,0.082778,0.082778,0.000000,1.073805,1.073805,0.000000
523,104.000000,0.006420,0.006420,0.000000,-0.501504,-0.501504,0.000000
524,234.000000,0.014444,0.014444,0.000000,-0.335950,-0.335950,0.000000
525,695.000000,0.042901,0.042901,0.000000,0.251130,0.251130,0.000000
526,1218.000000,0.075185,0.075185,0.000000,0.917166,0.917166,0.000000
527,275.000000,0.016975,0.016975,0.000000,-0.283737,-0.283737,0.000000
528,1951.000000,0.120432,0.120432,0.000000,1.850636,1.850636,0.000000
529,490.000000,0.030247,0.030247,0.000000,-0.009936,-0.009936,0.000000
530,1294.000000,0.079877,0.079877,0.000000,1.013951,1.013951,0.000000
531,377.000000,0.023272,0.023272,0.000000,-0.153841,-0.153841,0.000000
532,1720.000000,0.106173,0.106173,0.000000,1.556459,1.556459,0.000000
533,931.000000,0.057469,0.057469,0.000000,0.551674,0.551674,0.000000
534,424.000000,0.026173,0.026173,0.000000,-0.093987,-0.093987,0.000000
535,374.000000,0.023086,0.023086,0.000000,-0.157661,-0.157661,0.000000
536,232.000000,0.014321,0.014321,0.000000,-0.338497,-0.338497,0.000000
537,333.000000,0.020556,0.020556,0.000000,-0.209875,-0.209875,0.000000
538,1148.000000,0.070864,0.070864,0.000000,0.828021,0.828021,0.000000
539,299.000000,0.018457,0.018457,0.000000,-0.253173,-0.253173,0.000000
540,218.000000,0.013457,0.013457,0.000000,-0.356326,-0.356326,0.000000
541,97.000000,0.005988,0.005988,0.000000,-0.510419,-0.510419,0.000000
542,309.000000,0.019074,0.019074,0.000000,-0.240438,-0.240438,0.000000
543,1925.000000,0.118827,0.118827,0.000000,1.817525,1.817525,0.000000
544,490.000000,0.030247,0.030247,0.000000,-0.009936,-0.009936,0.000000
545,451.000000,0.027840,0.027840,0.000000,-0.059603,-0.059603,0.000000
546,157.000000,0.009691,0.009691,0.000000,-0.434009,-0.434009,0.000000
547,1250.000000,0.077160,0.077160,0.000000,0.957918,0.957918,0.000000
548,1009.000000,0.062284,0.062284,0.000000,0.651006,0.651006,0.000000
549,221.000000,0.013642,0.013642,0.000000,-0.352506,-0.352506,0.000000
550,256.000000,0.015802,0.015802,0.000000,-0.307933,-0.307933,0.000000
551,341.000000,0.021049,0.021049,0.000000,-0.199687,-0.199687,0.000000
552,957.000000,0.059074,0.059074,0.000000,0.584784,0.584784,0.000000
553,198.000000,0.012222,0.012222,0.000000,-0.381796,-0.381796,0.000000
554,354.000000,0.021852,0.021852,0.000000,-0.183131,-0.183131,0.000000
555,759.000000,0.046852,0.046852,0.000000,0.332633,0.332633,0.000000
556,429.000000,0.026481,0.026481,0.000000,-0.087619,-0.087619,0.000000
557,348.000000,0.021481,0.021481,0.000000,-0.190772,-0.190772,0.000000
558,193.000000,0.011914,0.011914,0.000000,-0.388163,-0.388163,0.000000
559,330.000000,0.020370,0.020370,0.000000,-0.213695,-0.213695,0.000000
560,659.000000,0.040679,0.040679,0.000000,0.205284,0.205284,0.000000
561,141.000000,0.008704,0.008704,0.000000,-0.454385,-0.454385,0.000000
562,588.000000,0.036296,0.036296,0.000000,0.114866,0.114866,0.000000
563,751.000000,0.046358,0.046358,0.000000,0.322445,0.322445,0.000000
564,502.000000,0.030988,0.030988,0.000000,0.005346,0.005346,0.000000
565,436.000000,0.026914,0.026914,0.000000,-0.078705,-0.078705,0.000000
566,108.000000,0.006667,0.006667,0.000000,-0.496410,-0.496410,0.000000
567,239.000000,0.014753,0.014753,0.000000,-0.329583,-0.329583,0.000000
568,437.000000,0.026975,0.026975,0.000000,-0.077431,-0.077431,0.000000
569,177.000000,0.010926,0.010926,0.000000,-0.408539,-0.408539,0.000000
570,182.000000,0.011235,0.011235,0.000000,-0.402172,-0.402172,0.000000
571,187.000000,0.011543,0.011543,0.000000,-0.395804,-0.395804,0.000000
572,96.000000,0.005926,0.005926,0.000000,-0.511692,-0.511692,0.000000
573,243.000000,0.015000,0.015000,0.000000,-0.324489,-0.324489,0.000000
574,39.000000,0.002407,0.002407,0.000000,-0.584281,-0.584281,0.000000
575,5368.000000,0.331358,0.331358,0.000000,6.202158,6.202158,0.000000
576,514.000000,0.031728,0.031728,0.000000,0.020627,0.020627,0.000000
577,660.000000,0.040741,0.040741,0.000000,0.206557,0.206557,0.000000
578,165.000000,0.010185,0.010185,0.000000,-0.423821,-0.423821,0.000000
579,801.000000,0.049444,0.049444,0.000000,0.386120,0.386120,0.000000
580,487.000000,0.030062,0.030062,0.000000,-0.013757,-0.013757,0.000000
581,334.000000,0.020617,0.020617,0.000000,-0.208601,-0.208601,0.000000
582,213.000000,0.013148,0.013148,0.000000,-0.362694,-0.362694,0.000000
583,346.000000,0.021358,0.021358,0.000000,-0.193319,-0.193319,0.000000
584,202.000000,0.012469,0.012469,0.000000,-0.376702,-0.376702,0.000000
585,184.000000,0.011358,0.011358,0.000000,-0.399625,-0.399625,0.000000
586,188.000000,0.011605,0.011605,0.000000,-0.394531,-0.394531,0.000000
587,133.000000,0.008210,0.008210,0.000000,-0.464573,-0.464573,0.000000
588,139.000000,0.008580,0.008580,0.000000,-0.456932,-0.456932,0.000000
589,144.000000,0.008889,0.008889,0.000000,-0.450565,-0.450565,0.000000
590,247.000000,0.015247,0.015247,0.000000,-0.319395,-0.319395,0.000000
591,37.000000,0.002284,0.002284,0.000000,-0.586828,-0.586828,0.000000
592,25.000000,0.001543,0.001543,0.000000,-0.602110,-0.602110,0.000000
593,134.000000,0.008272,0.008272,0.000000,-0.463300,-0.463300,0.000000
594,64.000000,0.003951,0.003951,0.000000,-0.552444,-0.552444,0.000000
595,244.000000,0.015062,0.015062,0.000000,-0.323215,-0.323215,0.000000
596,172.000000,0.010617,0.010617,0.000000,-0.414907,-0.414907,0.000000
597,944.000000,0.058272,0.058272,0.000000,0.568229,0.568229,0.000000
598,211.000000,0.013025,0.013025,0.000000,-0.365241,-0.365241,0.000000
599,243.000000,0.015000,0.015000,0.000000,-0.324489,-0.324489,0.000000
600,378.000000,0.023333,0.023333,0.000000,-0.152567,-0.152567,0.000000
601,122.000000,0.007531,0.007531,0.000000,-0.478581,-0.478581,0.000000
602,187.000000,0.011543,0.011543,0.000000,-0.395804,-0.395804,0.000000
603,171.000000,0.010556,0.010556,0.000000,-0.416180,-0.416180,0.000000
604,186.000000,0.011481,0.011481,0.000000,-0.397078,-0.397078,0.000000
605,203.000000,0.012531,0.012531,0.000000,-0.375429,-0.375429,0.000000
606,115.000000,0.007099,0.007099,0.000000,-0.487496,-0.487496,0.000000
607,287.000000,0.017716,0.017716,0.000000,-0.268455,-0.268455,0.000000
608,462.000000,0.028519,0.028519,0.000000,-0.045594,-0.045594,0.000000
609,229.000000,0.014136,0.014136,0.000000,-0.342318,-0.342318,0.000000
610,890.000000,0.054938,0.054938,0.000000,0.499460,0.499460,0.000000
611,798.000000,0.049259,0.049259,0.000000,0.382299,0.382299,0.000000
612,184.000000,0.011358,0.011358,0.000000,-0.399625,-0.399625,0.000000
613,181.000000,0.011173,0.011173,0.000000,-0.403445,-0.403445,0.000000
614,626.000000,0.038642,0.038642,0.000000,0.163259,0.163259,0.000000
615,781.000000,0.048210,0.048210,0.000000,0.360650,0.360650,0.000000
616,519.000000,0.032037,0.032037,0.000000,0.026995,0.026995,0.000000
617,644.000000,0.039753,0.039753,0.000000,0.186181,0.186181,0.000000
618,457.000000,0.028210,0.028210,0.000000,-0.051962,-0.051962,0.000000
619,200.000000,0.012346,0.012346,0.000000,-0.379249,-0.379249,0.000000
620,1525.000000,0.094136,0.094136,0.000000,1.308128,1.308128,0.000000
621,680.000000,0.041975,0.041975,0.000000,0.232027,0.232027,0.000000
622,139.000000,0.008580,0.008580,0.000000,-0.456932,-0.456932,0.000000
623,550.000000,0.033951,0.033951,0.000000,0.066473,0.066473,0.000000
624,195.000000,0.012037,0.012037,0.000000,-0.385616,-0.385616,0.000000
625,136.000000,0.008395,0.008395,0.000000,-0.460753,-0.460753,0.000000
626,130.000000,0.008025,0.008025,0.000000,-0.468393,-0.468393,0.000000
627,1287.000000,0.079444,0.079444,0.000000,1.005037,1.005037,0.000000
628,648.000000,0.040000,0.040000,0.000000,0.191275,0.191275,0.000000
629,24.000000,0.001481,0.001481,0.000000,-0.603384,-0.603384,0.000000
630,115.000000,0.007099,0.007099,0.000000,-0.487496,-0.487496,0.000000
631,914.000000,0.056420,0.056420,0.000000,0.530024,0.530024,0.000000
632,254.000000,0.015679,0.015679,0.000000,-0.310480,-0.310480,0.000000
633,61.000000,0.003765,0.003765,0.000000,-0.556264,-0.556264,0.000000
634,159.000000,0.009815,0.009815,0.000000,-0.431462,-0.431462,0.000000
635,441.000000,0.027222,0.027222,0.000000,-0.072337,-0.072337,0.000000
636,82.000000,0.005062,0.005062,0.000000,-0.529521,-0.529521,0.000000
637,433.000000,0.026728,0.026728,0.000000,-0.082525,-0.082525,0.000000
638,465.000000,0.028704,0.028704,0.000000,-0.041774,-0.041774,0.000000
639,9.000000,0.000556,0.000556,0.000000,-0.622486,-0.622486,0.000000
640,995.000000,0.061420,0.061420,0.000000,0.633177,0.633177,0.000000
641,241.000000,0.014877,0.014877,0.000000,-0.327036,-0.327036,0.000000
642,288.000000,0.017778,0.017778,0.000000,-0.267182,-0.267182,0.000000
643,958.000000,0.059136,0.059136,0.000000,0.586058,0.586058,0.000000
644,368.000000,0.022716,0.022716,0.000000,-0.165302,-0.165302,0.000000
645,101.000000,0.006235,0.006235,0.000000,-0.505325,-0.505325,0.000000
646,133.000000,0.008210,0.008210,0.000000,-0.464573,-0.464573,0.000000
647,417.000000,0.025741,0.025741,0.000000,-0.102901,-0.102901,0.000000
648,70.000000,0.004321,0.004321,0.000000,-0.544803,-0.544803,0.000000
649,161.000000,0.009938,0.009938,0.000000,-0.428915,-0.428915,0.000000
650,269.000000,0.016605,0.016605,0.000000,-0.291378,-0.291378,0.000000
651,974.000000,0.060123,0.060123,0.000000,0.606434,0.606434,0.000000
652,378.000000,0.023333,0.023333,0.000000,-0.152567,-0.152567,0.000000
653,11.000000,0.000679,0.000679,0.000000,-0.619939,-0.619939,0.000000
654,65.000000,0.004012,0.004012,0.000000,-0.551170,-0.551170,0.000000
655,161.000000,0.009938,0.009938,0.000000,-0.428915,-0.428915,0.000000
656,905.000000,0.055864,0.055864,0.000000,0.518563,0.518563,0.000000
657,271.000000,0.016728,0.016728,0.000000,-0.288831,-0.288831,0.000000
658,16.000000,0.000988,0.000988,0.000000,-0.613572,-0.613572,0.000000
659,663.000000,0.040926,0.040926,0.000000,0.210378,0.210378,0.000000
660,106.000000,0.006543,0.006543,0.000000,-0.498957,-0.498957,0.000000
661,82.000000,0.005062,0.005062,0.000000,-0.529521,-0.529521,0.000000
662,200.000000,0.012346,0.012346,0.000000,-0.379249,-0.379249,0.000000
663,141.000000,0.008704,0.008704,0.000000,-0.454385,-0.454385,0.000000
664,89.000000,0.005494,0.005494,0.000000,-0.520607,-0.520607,0.000000
665,41.000000,0.002531,0.002531,0.000000,-0.581734,-0.581734,0.000000
666,23.000000,0.001420,0.001420,0.000000,-0.604657,-0.604657,0.000000
667,46.000000,0.002840,0.002840,0.000000,-0.575367,-0.575367,0.000000
668,46.000000,0.002840,0.002840,0.000000,-0.575367,-0.575367,0.000000
669,35.000000,0.002160,0.002160,0.000000,-0.589375,-0.589375,0.000000
670,47.000000,0.002901,0.002901,0.000000,-0.574093,-0.574093,0.000000
671,15.000000,0.000926,0.000926,0.000000,-0.614845,-0.614845,0.000000
672,67.000000,0.004136,0.004136,0.000000,-0.548623,-0.548623,0.000000
673,13.000000,0.000802,0.000802,0.000000,-0.617392,-0.617392,0.000000
674,975.000000,0.060185,0.060185,0.000000,0.607707,0.607707,0.000000
675,44.000000,0.002716,0.002716,0.000000,-0.577914,-0.577914,0.000000
676,86.000000,0.005309,0.005309,0.000000,-0.524427,-0.524427,0.000000
677,49.000000,0.003025,0.003025,0.000000,-0.571546,-0.571546,0.000000
678,67.000000,0.004136,0.004136,0.000000,-0.548623,-0.548623,0.000000
679,27.000000,0.001667,0.001667,0.000000,-0.599563,-0.599563,0.000000
680,19.000000,0.001173,0.001173,0.000000,-0.609751,-0.609751,0.000000
681,26.000000,0.001605,0.001605,0.000000,-0.600837,-0.600837,0.000000
682,95.000000,0.005864,0.005864,0.000000,-0.512966,-0.512966,0.000000
683,356.000000,0.021975,0.021975,0.000000,-0.180584,-0.180584,0.000000
684,212.000000,0.013086,0.013086,0.000000,-0.363967,-0.363967,0.000000
685,75.000000,0.004630,0.004630,0.000000,-0.538436,-0.538436,0.000000
686,131.000000,0.008086,0.008086,0.000000,-0.467120,-0.467120,0.000000
687,68.000000,0.004198,0.004198,0.000000,-0.547350,-0.547350,0.000000
688,301.000000,0.018580,0.018580,0.000000,-0.250626,-0.250626,0.000000
689,116.000000,0.007160,0.007160,0.000000,-0.486222,-0.486222,0.000000
690,1391.000000,0.085864,0.085864,0.000000,1.137480,1.137480,0.000000
691,79.000000,0.004877,0.004877,0.000000,-0.533342,-0.533342,0.000000
692,205.000000,0.012654,0.012654,0.000000,-0.372882,-0.372882,0.000000
693,678.000000,0.041852,0.041852,0.000000,0.229480,0.229480,0.000000
694,46.000000,0.002840,0.002840,0.000000,-0.575367,-0.575367,0.000000
695,234.000000,0.014444,0.014444,0.000000,-0.335950,-0.335950,0.000000
696,158.000000,0.009753,0.009753,0.000000,-0.432736,-0.432736,0.000000
697,7.000000,0.000432,0.000432,0.000000,-0.625033,-0.625033,0.000000
698,14.000000,0.000864,0.000864,0.000000,-0.616119,-0.616119,0.000000
699,16.000000,0.000988,0.000988,0.000000,-0.613572,-0.613572,0.000000
700,14.000000,0.000864,0.000864,0.000000,-0.616119,-0.616119,0.000000
701,15.000000,0.000926,0.000926,0.000000,-0.614845,-0.614845,0.000000
702,27.000000,0.001667,0.001667,0.000000,-0.599563,-0.599563,0.000000
703,67.000000,0.004136,0.004136,0.000000,-0.548623,-0.548623,0.000000
704,682.000000,0.042099,0.042099,0.000000,0.234574,0.234574,0.000000
705,383.000000,0.023642,0.023642,0.000000,-0.146200,-0.146200,0.000000
706,98.000000,0.006049,0.006049,0.000000,-0.509145,-0.509145,0.000000
707,59.000000,0.003642,0.003642,0.000000,-0.558811,-0.558811,0.000000
708,15.000000,0.000926,0.000926,0.000000,-0.614845,-0.614845,0.000000
709,50.000000,0.003086,0.003086,0.000000,-0.570273,-0.570273,0.000000
710,74.000000,0.004568,0.004568,0.000000,-0.539709,-0.539709,0.000000
711,80.000000,0.004938,0.004938,0.000000,-0.532068,-0.532068,0.000000
712,102.000000,0.006296,0.006296,0.000000,-0.504051,-0.504051,0.000000
713,40.000000,0.002469,0.002469,0.000000,-0.583008,-0.583008,0.000000
714,33.000000,0.002037,0.002037,0.000000,-0.591922,-0.591922,0.000000
715,25.000000,0.001543,0.001543,0.000000,-0.602110,-0.602110,0.000000
716,25.000000,0.001543,0.001543,0.000000,-0.602110,-0.602110,0.000000
