Индекс,Исходное,Норм. вручную,Норм. sklearn,Разница,Масшт. вручную,Масшт. sklearn,Разница
717,23.000000,0.001420,0.001420,0.000000,-0.604657,-0.604657,0.000000
718,36.000000,0.002222,0.002222,0.000000,-0.588102,-0.588102,0.000000
719,54.000000,0.003333,0.003333,0.000000,-0.565179,-0.565179,0.000000
720,50.000000,0.003086,0.003086,0.000000,-0.570273,-0.570273,0.000000
721,20.000000,0.001235,0.001235,0.000000,-0.608478,-0.608478,0.000000
722,32.000000,0.001975,0.001975,0.000000,-0.593196,-0.593196,0.000000
723,571.000000,0.035247,0.035247,0.000000,0.093217,0.093217,0.000000
724,308.000000,0.019012,0.019012,0.000000,-0.241712,-0.241712,0.000000
725,232.000000,0.014321,0.014321,0.000000,-0.338497,-0.338497,0.000000
726,38.000000,0.002346,0.002346,0.000000,-0.585555,-0.585555,0.000000
727,16.000000,0.000988,0.000988,0.000000,-0.613572,-0.613572,0.000000
728,404.000000,0.024938,0.024938,0.000000,-0.119457,-0.119457,0.000000
729,204.000000,0.012593,0.012593,0.000000,-0.374155,-0.374155,0.000000
730,55.000000,0.003395,0.003395,0.000000,-0.563905,-0.563905,0.000000
731,117.000000,0.007222,0.007222,0.000000,-0.484949,-0.484949,0.000000
732,861.000000,0.053148,0.053148,0.000000,0.462529,0.462529,0.000000
733,40.000000,0.002469,0.002469,0.000000,-0.583008,-0.583008,0.000000
734,6.000000,0.000370,0.000370,0.000000,-0.626306,-0.626306,0.000000
735,5.000000,0.000309,0.000309,0.000000,-0.627580,-0.627580,0.000000
736,460.000000,0.028395,0.028395,0.000000,-0.048141,-0.048141,0.000000
737,310.000000,0.019136,0.019136,0.000000,-0.239165,-0.239165,0.000000
738,566.000000,0.034938,0.034938,0.000000,0.086849,0.086849,0.000000
739,435.000000,0.026852,0.026852,0.000000,-0.079978,-0.079978,0.000000
740,2.000000,0.000123,0.000123,0.000000,-0.631400,-0.631400,0.000000
741,164.000000,0.010123,0.010123,0.000000,-0.425095,-0.425095,0.000000
742,93.000000,0.005741,0.005741,0.000000,-0.515513,-0.515513,0.000000
743,57.000000,0.003519,0.003519,0.000000,-0.561358,-0.561358,0.000000
744,308.000000,0.019012,0.019012,0.000000,-0.241712,-0.241712,0.000000
745,387.000000,0.023889,0.023889,0.000000,-0.141106,-0.141106,0.000000
746,76.000000,0.004691,0.004691,0.000000,-0.537162,-0.537162,0.000000
747,85.000000,0.005247,0.005247,0.000000,-0.525701,-0.525701,0.000000
748,542.000000,0.033457,0.033457,0.000000,0.056285,0.056285,0.000000
749,60.000000,0.003704,0.003704,0.000000,-0.557538,-0.557538,0.000000
750,75.000000,0.004630,0.004630,0.000000,-0.538436,-0.538436,0.000000
751,385.000000,0.023765,0.023765,0.000000,-0.143653,-0.143653,0.000000
752,31.000000,0.001914,0.001914,0.000000,-0.594469,-0.594469,0.000000
753,453.000000,0.027963,0.027963,0.000000,-0.057056,-0.057056,0.000000
754,2371.000000,0.146358,0.146358,0.000000,2.385502,2.385502,0.000000
755,225.000000,0.013889,0.013889,0.000000,-0.347412,-0.347412,0.000000
756,1538.000000,0.094938,0.094938,0.000000,1.324683,1.324683,0.000000
757,836.000000,0.051605,0.051605,0.000000,0.430692,0.430692,0.000000
758,476.000000,0.029383,0.029383,0.000000,-0.027765,-0.027765,0.000000
759,443.000000,0.027346,0.027346,0.000000,-0.069790,-0.069790,0.000000
760,446.000000,0.027531,0.027531,0.000000,-0.065970,-0.065970,0.000000
761,386.000000,0.023827,0.023827,0.000000,-0.142380,-0.142380,0.000000
762,460.000000,0.028395,0.028395,0.000000,-0.048141,-0.048141,0.000000
763,41.000000,0.002531,0.002531,0.000000,-0.581734,-0.581734,0.000000
764,198.000000,0.012222,0.012222,0.000000,-0.381796,-0.381796,0.000000
765,208.000000,0.012840,0.012840,0.000000,-0.369061,-0.369061,0.000000
766,265.000000,0.016358,0.016358,0.000000,-0.296472,-0.296472,0.000000
767,646.000000,0.039877,0.039877,0.000000,0.188728,0.188728,0.000000
768,150.000000,0.009259,0.009259,0.000000,-0.442924,-0.442924,0.000000
769,407.000000,0.025123,0.025123,0.000000,-0.115636,-0.115636,0.000000
770,437.000000,0.026975,0.026975,0.000000,-0.077431,-0.077431,0.000000
771,360.000000,0.022222,0.022222,0.000000,-0.175490,-0.175490,0.000000
772,46.000000,0.002840,0.002840,0.000000,-0.575367,-0.575367,0.000000
773,51.000000,0.003148,0.003148,0.000000,-0.568999,-0.568999,0.000000
774,172.000000,0.010617,0.010617,0.000000,-0.414907,-0.414907,0.000000
775,85.000000,0.005247,0.005247,0.000000,-0.525701,-0.525701,0.000000
776,227.000000,0.014012,0.014012,0.000000,-0.344865,-0.344865,0.000000
777,163.000000,0.010062,0.010062,0.000000,-0.426368,-0.426368,0.000000
778,270.000000,0.016667,0.016667,0.000000,-0.290105,-0.290105,0.000000
779,357.000000,0.022037,0.022037,0.000000,-0.179311,-0.179311,0.000000
780,1541.000000,0.095123,0.095123,0.000000,1.328504,1.328504,0.000000
781,155.000000,0.009568,0.009568,0.000000,-0.436556,-0.436556,0.000000
782,682.000000,0.042099,0.042099,0.000000,0.234574,0.234574,0.000000
783,152.000000,0.009383,0.009383,0.000000,-0.440377,-0.440377,0.000000
784,177.000000,0.010926,0.010926,0.000000,-0.408539,-0.408539,0.000000
785,221.000000,0.013642,0.013642,0.000000,-0.352506,-0.352506,0.000000
786,52.000000,0.003210,0.003210,0.000000,-0.567726,-0.567726,0.000000
787,48.000000,0.002963,0.002963,0.000000,-0.572820,-0.572820,0.000000
788,414.000000,0.025556,0.025556,0.000000,-0.106722,-0.106722,0.000000
789,848.000000,0.052346,0.052346,0.000000,0.445974,0.445974,0.000000
790,121.000000,0.007469,0.007469,0.000000,-0.479855,-0.479855,0.000000
791,11.000000,0.000679,0.000679,0.000000,-0.619939,-0.619939,0.000000
792,251.000000,0.015494,0.015494,0.000000,-0.314301,-0.314301,0.000000
793,169.000000,0.010432,0.010432,0.000000,-0.418727,-0.418727,0.000000
794,54.000000,0.003333,0.003333,0.000000,-0.565179,-0.565179,0.000000
795,13.000000,0.000802,0.000802,0.000000,-0.617392,-0.617392,0.000000
796,2100.000000,0.129630,0.129630,0.000000,2.040386,2.040386,0.000000
797,309.000000,0.019074,0.019074,0.000000,-0.240438,-0.240438,0.000000
798,615.000000,0.037963,0.037963,0.000000,0.149250,0.149250,0.000000
799,203.000000,0.012531,0.012531,0.000000,-0.375429,-0.375429,0.000000
800,1124.000000,0.069383,0.069383,0.000000,0.797458,0.797458,0.000000
801,138.000000,0.008519,0.008519,0.000000,-0.458206,-0.458206,0.000000
802,99.000000,0.006111,0.006111,0.000000,-0.507872,-0.507872,0.000000
803,140.000000,0.008642,0.008642,0.000000,-0.455659,-0.455659,0.000000
804,463.000000,0.028580,0.028580,0.000000,-0.044321,-0.044321,0.000000
805,55.000000,0.003395,0.003395,0.000000,-0.563905,-0.563905,0.000000
806,429.000000,0.026481,0.026481,0.000000,-0.087619,-0.087619,0.000000
807,30.000000,0.001852,0.001852,0.000000,-0.595743,-0.595743,0.000000
808,302.000000,0.018642,0.018642,0.000000,-0.249353,-0.249353,0.000000
809,157.000000,0.009691,0.009691,0.000000,-0.434009,-0.434009,0.000000
810,57.000000,0.003519,0.003519,0.000000,-0.561358,-0.561358,0.000000
811,269.000000,0.016605,0.016605,0.000000,-0.291378,-0.291378,0.000000
812,256.000000,0.015802,0.015802,0.000000,-0.307933,-0.307933,0.000000
813,231.000000,0.014259,0.014259,0.000000,-0.339771,-0.339771,0.000000
814,45.000000,0.002778,0.002778,0.000000,-0.576640,-0.576640,0.000000
815,28.000000,0.001728,0.001728,0.000000,-0.598290,-0.598290,0.000000
816,295.000000,0.018210,0.018210,0.000000,-0.258267,-0.258267,0.000000
817,487.000000,0.030062,0.030062,0.000000,-0.013757,-0.013757,0.000000
818,148.000000,0.009136,0.009136,0.000000,-0.445471,-0.445471,0.000000
819,325.000000,0.020062,0.020062,0.000000,-0.220063,-0.220063,0.000000
820,154.000000,0.009506,0.009506,0.000000,-0.437830,-0.437830,0.000000
821,23.000000,0.001420,0.001420,0.000000,-0.604657,-0.604657,0.000000
822,39.000000,0.002407,0.002407,0.000000,-0.584281,-0.584281,0.000000
823,123.000000,0.007593,0.007593,0.000000,-0.477308,-0.477308,0.000000
824,765.000000,0.047222,0.047222,0.000000,0.340274,0.340274,0.000000
825,446.000000,0.027531,0.027531,0.000000,-0.065970,-0.065970,0.000000
826,1036.000000,0.063951,0.063951,0.000000,0.685390,0.685390,0.000000
827,881.000000,0.054383,0.054383,0.000000,0.487999,0.487999,0.000000
828,1995.000000,0.123148,0.123148,0.000000,1.906669,1.906669,0.000000
829,443.000000,0.027346,0.027346,0.000000,-0.069790,-0.069790,0.000000
830,208.000000,0.012840,0.012840,0.000000,-0.369061,-0.369061,0.000000
831,76.000000,0.004691,0.004691,0.000000,-0.537162,-0.537162,0.000000
832,245.000000,0.015123,0.015123,0.000000,-0.321942,-0.321942,0.000000
833,494.000000,0.030494,0.030494,0.000000,-0.004842,-0.004842,0.000000
834,420.000000,0.025926,0.025926,0.000000,-0.099081,-0.099081,0.000000
835,26.000000,0.001605,0.001605,0.000000,-0.600837,-0.600837,0.000000
836,118.000000,0.007284,0.007284,0.000000,-0.483675,-0.483675,0.000000
837,211.000000,0.013025,0.013025,0.000000,-0.365241,-0.365241,0.000000
838,145.000000,0.008951,0.008951,0.000000,-0.449291,-0.449291,0.000000
839,27.000000,0.001667,0.001667,0.000000,-0.599563,-0.599563,0.000000
840,482.000000,0.029753,0.029753,0.000000,-0.020124,-0.020124,0.000000
841,18.000000,0.001111,0.001111,0.000000,-0.611025,-0.611025,0.000000
842,86.000000,0.005309,0.005309,0.000000,-0.524427,-0.524427,0.000000
843,26.000000,0.001605,0.001605,0.000000,-0.600837,-0.600837,0.000000
844,13.000000,0.000802,0.000802,0.000000,-0.617392,-0.617392,0.000000
845,18.000000,0.001111,0.001111,0.000000,-0.611025,-0.611025,0.000000
846,370.000000,0.022840,0.022840,0.000000,-0.162755,-0.162755,0.000000
847,9.000000,0.000556,0.000556,0.000000,-0.622486,-0.622486,0.000000
848,409.000000,0.025247,0.025247,0.000000,-0.113089,-0.113089,0.000000
849,73.000000,0.004506,0.004506,0.000000,-0.540983,-0.540983,0.000000
850,248.000000,0.015309,0.015309,0.000000,-0.318121,-0.318121,0.000000
851,541.000000,0.033395,0.033395,0.000000,0.055012,0.055012,0.000000
852,295.000000,0.018210,0.018210,0.000000,-0.258267,-0.258267,0.000000
853,162.000000,0.010000,0.010000,0.000000,-0.427642,-0.427642,0.000000
854,84.000000,0.005185,0.005185,0.000000,-0.526974,-0.526974,0.000000
855,133.000000,0.008210,0.008210,0.000000,-0.464573,-0.464573,0.000000
856,90.000000,0.005556,0.005556,0.000000,-0.519333,-0.519333,0.000000
857,153.000000,0.009444,0.009444,0.000000,-0.439103,-0.439103,0.000000
858,73.000000,0.004506,0.004506,0.000000,-0.540983,-0.540983,0.000000
859,36.000000,0.002222,0.002222,0.000000,-0.588102,-0.588102,0.000000
860,21.000000,0.001296,0.001296,0.000000,-0.607204,-0.607204,0.000000
861,2323.000000,0.143395,0.143395,0.000000,2.324375,2.324375,0.000000
862,155.000000,0.009568,0.009568,0.000000,-0.436556,-0.436556,0.000000
863,186.000000,0.011481,0.011481,0.000000,-0.397078,-0.397078,0.000000
864,608.000000,0.037531,0.037531,0.000000,0.140336,0.140336,0.000000
865,71.000000,0.004383,0.004383,0.000000,-0.543530,-0.543530,0.000000
866,69.000000,0.004259,0.004259,0.000000,-0.546076,-0.546076,0.000000
867,229.000000,0.014136,0.014136,0.000000,-0.342318,-0.342318,0.000000
868,337.000000,0.020802,0.020802,0.000000,-0.204781,-0.204781,0.000000
869,35.000000,0.002160,0.002160,0.000000,-0.589375,-0.589375,0.000000
870,70.000000,0.004321,0.004321,0.000000,-0.544803,-0.544803,0.000000
871,132.000000,0.008148,0.008148,0.000000,-0.465846,-0.465846,0.000000
872,178.000000,0.010988,0.010988,0.000000,-0.407266,-0.407266,0.000000
873,154.000000,0.009506,0.009506,0.000000,-0.437830,-0.437830,0.000000
874,638.000000,0.039383,0.039383,0.000000,0.178540,0.178540,0.000000
875,150.000000,0.009259,0.009259,0.000000,-0.442924,-0.442924,0.000000
876,30.000000,0.001852,0.001852,0.000000,-0.595743,-0.595743,0.000000
877,46.000000,0.002840,0.002840,0.000000,-0.575367,-0.575367,0.000000
878,80.000000,0.004938,0.004938,0.000000,-0.532068,-0.532068,0.000000
879,68.000000,0.004198,0.004198,0.000000,-0.547350,-0.547350,0.000000
880,238.000000,0.014691,0.014691,0.000000,-0.330856,-0.330856,0.000000
881,3532.000000,0.218025,0.218025,0.000000,3.864027,3.864027,0.000000
882,1454.000000,0.089753,0.089753,0.000000,1.217710,1.217710,0.000000
883,1055.000000,0.065123,0.065123,0.000000,0.709587,0.709587,0.000000
884,2414.000000,0.149012,0.149012,0.000000,2.440262,2.440262,0.000000
885,101.000000,0.006235,0.006235,0.000000,-0.505325,-0.505325,0.000000
886,17.000000,0.001049,0.001049,0.000000,-0.612298,-0.612298,0.000000
887,170.000000,0.010494,0.010494,0.000000,-0.417454,-0.417454,0.000000
888,710.000000,0.043827,0.043827,0.000000,0.270232,0.270232,0.000000
889,167.000000,0.010309,0.010309,0.000000,-0.421274,-0.421274,0.000000
890,413.000000,0.025494,0.025494,0.000000,-0.107995,-0.107995,0.000000
891,48.000000,0.002963,0.002963,0.000000,-0.572820,-0.572820,0.000000
892,349.000000,0.021543,0.021543,0.000000,-0.189499,-0.189499,0.000000
893,460.000000,0.028395,0.028395,0.000000,-0.048141,-0.048141,0.000000
894,201.000000,0.012407,0.012407,0.000000,-0.377976,-0.377976,0.000000
895,295.000000,0.018210,0.018210,0.000000,-0.258267,-0.258267,0.000000
896,96.000000,0.005926,0.005926,0.000000,-0.511692,-0.511692,0.000000
897,28.000000,0.001728,0.001728,0.000000,-0.598290,-0.598290,0.000000
898,1234.000000,0.076173,0.076173,0.000000,0.937542,0.937542,0.000000
899,178.000000,0.010988,0.010988,0.000000,-0.407266,-0.407266,0.000000
900,896.000000,0.055309,0.055309,0.000000,0.507101,0.507101,0.000000
901,201.000000,0.012407,0.012407,0.000000,-0.377976,-0.377976,0.000000
902,452.000000,0.027901,0.027901,0.000000,-0.058329,-0.058329,0.000000
903,58.000000,0.003580,0.003580,0.000000,-0.560085,-0.560085,0.000000
904,129.000000,0.007963,0.007963,0.000000,-0.469667,-0.469667,0.000000
905,236.000000,0.014568,0.014568,0.000000,-0.333403,-0.333403,0.000000
906,85.000000,0.005247,0.005247,0.000000,-0.525701,-0.525701,0.000000
907,877.000000,0.054136,0.054136,0.000000,0.482905,0.482905,0.000000
908,59.000000,0.003642,0.003642,0.000000,-0.558811,-0.558811,0.000000
909,125.000000,0.007716,0.007716,0.000000,-0.474761,-0.474761,0.000000
910,662.000000,0.040864,0.040864,0.000000,0.209104,0.209104,0.000000
911,64.000000,0.003951,0.003951,0.000000,-0.552444,-0.552444,0.000000
912,45.000000,0.002778,0.002778,0.000000,-0.576640,-0.576640,0.000000
913,344.000000,0.021235,0.021235,0.000000,-0.195866,-0.195866,0.000000
914,124.000000,0.007654,0.007654,0.000000,-0.476034,-0.476034,0.000000
915,31.000000,0.001914,0.001914,0.000000,-0.594469,-0.594469,0.000000
916,258.000000,0.015926,0.015926,0.000000,-0.305386,-0.305386,0.000000
917,99.000000,0.006111,0.006111,0.000000,-0.507872,-0.507872,0.000000
918,10.000000,0.000617,0.000617,0.000000,-0.621213,-0.621213,0.000000
919,105.000000,0.006481,0.006481,0.000000,-0.500231,-0.500231,0.000000
920,895.000000,0.055247,0.055247,0.000000,0.505828,0.505828,0.000000
921,895.000000,0.055247,0.055247,0.000000,0.505828,0.505828,0.000000
922,362.000000,0.022346,0.022346,0.000000,-0.172943,-0.172943,0.000000
923,10.000000,0.000617,0.000617,0.000000,-0.621213,-0.621213,0.000000
924,109.000000,0.006728,0.006728,0.000000,-0.495137,-0.495137,0.000000
925,70.000000,0.004321,0.004321,0.000000,-0.544803,-0.544803,0.000000
926,520.000000,0.032099,0.032099,0.000000,0.028268,0.028268,0.000000
927,359.000000,0.022160,0.022160,0.000000,-0.176764,-0.176764,0.000000
928,102.000000,0.006296,0.006296,0.000000,-0.504051,-0.504051,0.000000
929,1672.000000,0.103210,0.103210,0.000000,1.495331,1.495331,0.000000
930,264.000000,0.016296,0.016296,0.000000,-0.297746,-0.297746,0.000000
931,214.000000,0.013210,0.013210,0.000000,-0.361420,-0.361420,0.000000
932,176.000000,0.010864,0.010864,0.000000,-0.409813,-0.409813,0.000000
933,205.000000,0.012654,0.012654,0.000000,-0.372882,-0.372882,0.000000
934,345.000000,0.021296,0.021296,0.000000,-0.194593,-0.194593,0.000000
935,646.000000,0.039877,0.039877,0.000000,0.188728,0.188728,0.000000
936,29.000000,0.001790,0.001790,0.000000,-0.597016,-0.597016,0.000000
937,54.000000,0.003333,0.003333,0.000000,-0.565179,-0.565179,0.000000
938,616.000000,0.038025,0.038025,0.000000,0.150524,0.150524,0.000000
939,125.000000,0.007716,0.007716,0.000000,-0.474761,-0.474761,0.000000
940,17.000000,0.001049,0.001049,0.000000,-0.612298,-0.612298,0.000000
941,11.000000,0.000679,0.000679,0.000000,-0.619939,-0.619939,0.000000
942,620.000000,0.038272,0.038272,0.000000,0.155618,0.155618,0.000000
943,516.000000,0.031852,0.031852,0.000000,0.023174,0.023174,0.000000
944,97.000000,0.005988,0.005988,0.000000,-0.510419,-0.510419,0.000000
945,30.000000,0.001852,0.001852,0.000000,-0.595743,-0.595743,0.000000
946,405.000000,0.025000,0.025000,0.000000,-0.118183,-0.118183,0.000000
947,270.000000,0.016667,0.016667,0.000000,-0.290105,-0.290105,0.000000
948,41.000000,0.002531,0.002531,0.000000,-0.581734,-0.581734,0.000000
949,64.000000,0.003951,0.003951,0.000000,-0.552444,-0.552444,0.000000
950,252.000000,0.015556,0.015556,0.000000,-0.313027,-0.313027,0.000000
951,16.000000,0.000988,0.000988,0.000000,-0.613572,-0.613572,0.000000
952,7.000000,0.000432,0.000432,0.000000,-0.625033,-0.625033,0.000000
953,203.000000,0.012531,0.012531,0.000000,-0.375429,-0.375429,0.000000
954,190.000000,0.011728,0.011728,0.000000,-0.391984,-0.391984,0.000000
955,127.000000,0.007840,0.007840,0.000000,-0.472214,-0.472214,0.000000
956,177.000000,0.010926,0.010926,0.000000,-0.408539,-0.408539,0.000000
957,137.000000,0.008457,0.008457,0.000000,-0.459479,-0.459479,0.000000
958,15.000000,0.000926,0.000926,0.000000,-0.614845,-0.614845,0.000000
959,285.000000,0.017593,0.017593,0.000000,-0.271002,-0.271002,0.000000
960,199.000000,0.012284,0.012284,0.000000,-0.380523,-0.380523,0.000000
961,220.000000,0.013580,0.013580,0.000000,-0.353779,-0.353779,0.000000
962,157.000000,0.009691,0.009691,0.000000,-0.434009,-0.434009,0.000000
963,47.000000,0.002901,0.002901,0.000000,-0.574093,-0.574093,0.000000
964,7.000000,0.000432,0.000432,0.000000,-0.625033,-0.625033,0.000000
965,1110.000000,0.068519,0.068519,0.000000,0.779629,0.779629,0.000000
966,235.000000,0.014506,0.014506,0.000000,-0.334677,-0.334677,0.000000
967,99.000000,0.006111,0.006111,0.000000,-0.507872,-0.507872,0.000000
968,194.000000,0.011975,0.011975,0.000000,-0.386890,-0.386890,0.000000
969,27.000000,0.001667,0.001667,0.000000,-0.599563,-0.599563,0.000000
970,721.000000,0.044506,0.044506,0.000000,0.284240,0.284240,0.000000
971,546.000000,0.033704,0.033704,0.000000,0.061379,0.061379,0.000000
972,568.000000,0.035062,0.035062,0.000000,0.089396,0.089396,0.000000
973,829.000000,0.051173,0.051173,0.000000,0.421777,0.421777,0.000000
974,568.000000,0.035062,0.035062,0.000000,0.089396,0.089396,0.000000
975,412.000000,0.025432,0.025432,0.000000,-0.109269,-0.109269,0.000000
976,294.000000,0.018148,0.018148,0.000000,-0.259541,-0.259541,0.000000
977,527.000000,0.032531,0.032531,0.000000,0.037183,0.037183,0.000000
978,199.000000,0.012284,0.012284,0.000000,-0.380523,-0.380523,0.000000
979,65.000000,0.004012,0.004012,0.000000,-0.551170,-0.551170,0.000000
980,88.000000,0.005432,0.005432,0.000000,-0.521880,-0.521880,0.000000
981,88.000000,0.005432,0.005432,0.000000,-0.521880,-0.521880,0.000000
982,342.000000,0.021111,0.021111,0.000000,-0.198413,-0.198413,0.000000
983,160.000000,0.009877,0.009877,0.000000,-0.430189,-0.430189,0.000000
984,180.000000,0.011111,0.011111,0.000000,-0.404719,-0.404719,0.000000
985,621.000000,0.038333,0.038333,0.000000,0.156891,0.156891,0.000000
986,88.000000,0.005432,0.005432,0.000000,-0.521880,-0.521880,0.000000
987,39.000000,0.002407,0.002407,0.000000,-0.584281,-0.584281,0.000000
988,45.000000,0.002778,0.002778,0.000000,-0.576640,-0.576640,0.000000
989,68.000000,0.004198,0.004198,0.000000,-0.547350,-0.547350,0.000000
990,157.000000,0.009691,0.009691,0.000000,-0.434009,-0.434009,0.000000
991,24.000000,0.001481,0.001481,0.000000,-0.603384,-0.603384,0.000000
992,25.000000,0.001543,0.001543,0.000000,-0.602110,-0.602110,0.000000
993,562.000000,0.034691,0.034691,0.000000,0.081755,0.081755,0.000000
994,38.000000,0.002346,0.002346,0.000000,-0.585555,-0.585555,0.000000
995,19.000000,0.001173,0.001173,0.000000,-0.609751,-0.609751,0.000000
996,69.000000,0.004259,0.004259,0.000000,-0.546076,-0.546076,0.000000
997,59.000000,0.003642,0.003642,0.000000,-0.558811,-0.558811,0.000000
998,402.000000,0.024815,0.024815,0.000000,-0.122004,-0.122004,0.000000
999,72.000000,0.004444,0.004444,0.000000,-0.542256,-0.542256,0.000000
1000,230.000000,0.014198,0.014198,0.000000,-0.341044,-0.341044,0.000000
1001,30.000000,0.001852,0.001852,0.000000,-0.595743,-0.595743,0.000000
1002,501.000000,0.030926,0.030926,0.000000,0.004072,0.004072,0.000000
1003,26.000000,0.001605,0.001605,0.000000,-0.600837,-0.600837,0.000000
1004,150.000000,0.009259,0.009259,0.000000,-0.442924,-0.442924,0.000000
1005,54.000000,0.003333,0.003333,0.000000,-0.565179,-0.565179,0.000000
1006,5.000000,0.000309,0.000309,0.000000,-0.627580,-0.627580,0.000000
1007,589.000000,0.036358,0.036358,0.000000,0.116139,0.116139,0.000000
1008,29.000000,0.001790,0.001790,0.000000,-0.597016,-0.597016,0.000000
1009,112.000000,0.006914,0.006914,0.000000,-0.491316,-0.491316,0.000000
1010,26.000000,0.001605,0.001605,0.000000,-0.600837,-0.600837,0.000000
1011,134.000000,0.008272,0.008272,0.000000,-0.463300,-0.463300,0.000000
1012,1659.000000,0.102407,0.102407,0.000000,1.478776,1.478776,0.000000
1013,282.000000,0.017407,0.017407,0.000000,-0.274823,-0.274823,0.000000
1014,60.000000,0.003704,0.003704,0.000000,-0.557538,-0.557538,0.000000
1015,228.000000,0.014074,0.014074,0.000000,-0.343591,-0.343591,0.000000
1016,8.000000,0.000494,0.000494,0.000000,-0.623760,-0.623760,0.000000
1017,62.000000,0.003827,0.003827,0.000000,-0.554991,-0.554991,0.000000
1018,268.000000,0.016543,0.016543,0.000000,-0.292652,-0.292652,0.000000
1019,0.000000,0.000000,0.000000,0.000000,-0.633947,-0.633947,0.000000
1020,19.000000,0.001173,0.001173,0.000000,-0.609751,-0.609751,0.000000
1021,49.000000,0.003025,0.003025,0.000000,-0.571546,-0.571546,0.000000
1022,67.000000,0.004136,0.004136,0.000000,-0.548623,-0.548623,0.000000
1023,110.000000,0.006790,0.006790,0.000000,-0.493863,-0.493863,0.000000
1024,35.000000,0.002160,0.002160,0.000000,-0.589375,-0.589375,0.000000
1025,6.000000,0.000370,0.000370,0.000000,-0.626306,-0.626306,0.000000
1026,26.000000,0.001605,0.001605,0.000000,-0.600837,-0.600837,0.000000
1027,438.000000,0.027037,0.027037,0.000000,-0.076158,-0.076158,0.000000
1028,52.000000,0.003210,0.003210,0.000000,-0.567726,-0.567726,0.000000
1029,41.000000,0.002531,0.002531,0.000000,-0.581734,-0.581734,0.000000
1030,10.000000,0.000617,0.000617,0.000000,-0.621213,-0.621213,0.000000
1031,6.000000,0.000370,0.000370,0.000000,-0.626306,-0.626306,0.000000
1032,32.000000,0.001975,0.001975,0.000000,-0.593196,-0.593196,0.000000
1033,2.000000,0.000123,0.000123,0.000000,-0.631400,-0.631400,0.000000
1034,68.000000,0.004198,0.004198,0.000000,-0.547350,-0.547350,0.000000
1035,29.000000,0.001790,0.001790,0.000000,-0.597016,-0.597016,0.000000
1036,231.000000,0.014259,0.014259,0.000000,-0.339771,-0.339771,0.000000
1037,12.000000,0.000741,0.000741,0.000000,-0.618666,-0.618666,0.000000
1038,78.000000,0.004815,0.004815,0.000000,-0.534615,-0.534615,0.000000
1039,13.000000,0.000802,0.000802,0.000000,-0.617392,-0.617392,0.000000
1040,127.000000,0.007840,0.007840,0.000000,-0.472214,-0.472214,0.000000
1041,6.000000,0.000370,0.000370,0.000000,-0.626306,-0.626306,0.000000
1042,86.000000,0.005309,0.005309,0.000000,-0.524427,-0.524427,0.000000
1043,69.000000,0.004259,0.004259,0.000000,-0.546076,-0.546076,0.000000
1044,17.000000,0.001049,0.001049,0.000000,-0.612298,-0.612298,0.000000
1045,8.000000,0.000494,0.000494,0.000000,-0.623760,-0.623760,0.000000
1046,12.000000,0.000741,0.000741,0.000000,-0.618666,-0.618666,0.000000
1047,183.000000,0.011296,0.011296,0.000000,-0.400898,-0.400898,0.000000
1048,611.000000,0.037716,0.037716,0.000000,0.144156,0.144156,0.000000
1049,21.000000,0.001296,0.001296,0.000000,-0.607204,-0.607204,0.000000
1050,481.000000,0.029691,0.029691,0.000000,-0.021398,-0.021398,0.000000
1051,22.000000,0.001358,0.001358,0.000000,-0.605931,-0.605931,0.000000
1052,39.000000,0.002407,0.002407,0.000000,-0.584281,-0.584281,0.000000
1053,7.000000,0.000432,0.000432,0.000000,-0.625033,-0.625033,0.000000
1054,3.000000,0.000185,0.000185,0.000000,-0.630127,-0.630127,0.000000
1055,5.000000,0.000309,0.000309,0.000000,-0.627580,-0.627580,0.000000
1056,8.000000,0.000494,0.000494,0.000000,-0.623760,-0.623760,0.000000
1057,4.000000,0.000247,0.000247,0.000000,-0.628853,-0.628853,0.000000
1058,0.000000,0.000000,0.000000,0.000000,-0.633947,-0.633947,0.000000
1059,56.000000,0.003457,0.003457,0.000000,-0.562632,-0.562632,0.000000
1060,66.000000,0.004074,0.004074,0.000000,-0.549897,-0.549897,0.000000
1061,38.000000,0.002346,0.002346,0.000000,-0.585555,-0.585555,0.000000
1062,1.000000,0.000062,0.000062,0.000000,-0.632674,-0.632674,0.000000
1063,11.000000,0.000679,0.000679,0.000000,-0.619939,-0.619939,0.000000
1064,5.000000,0.000309,0.000309,0.000000,-0.627580,-0.627580,0.000000
1065,36.000000,0.002222,0.002222,0.000000,-0.588102,-0.588102,0.000000
1066,20.000000,0.001235,0.001235,0.000000,-0.608478,-0.608478,0.000000
1067,364.000000,0.022469,0.022469,0.000000,-0.170396,-0.170396,0.000000
